x,y
0.19095477386934673,5.573005309314536
0.21105527638190955,2.2962301160155008
0.32160804020100503,2.065704350834494
0.38190954773869346,1.6606427300271345
0.4321608040201005,0.7509351157353672
0.5628140703517588,3.0560849675081516
0.6030150753768845,0.8680681400634925
0.7035175879396985,0.6637402362338238
1.035175879396985,3.4475757125540136
1.155778894472362,4.292266699386501
1.306532663316583,5.257981431791925
1.3266331658291457,6.464654966607154
1.3768844221105527,7.6584228077012355
1.4673366834170853,5.028521655089968
1.92964824120603,15.083102053794132
