,x_0,x_1,y
0,-0.41478402205381504,-0.3662329402358454,1
1,0.26383454142367346,-0.3808869772382649,1
2,-0.575748201167962,0.10777988279052497,1
3,0.12053749353964668,0.5492311553705556,1
4,-0.6031002569944466,0.8892249337540363,0
5,-0.020107847384822963,-0.6335127182009748,1
6,0.09218561936633317,0.6257371455475048,1
7,-0.5855225942956863,-0.23610708945072492,1
8,0.38573233332307405,-0.8688939512515137,0
9,0.4153555765957515,0.43118270494490574,1
10,0.5472298084992606,-0.8179120985577624,0
11,-0.13006522633323553,-0.5561879811121412,1
12,0.9473950604551911,-0.4246333908172755,0
13,-0.9798725390516126,-0.2247195374974587,0
14,0.6067582556447161,0.25356430283150067,1
15,0.2901244897115741,-0.9369420398689273,0
16,-0.2804255639067642,0.8993886875567288,0
17,0.5712998450249713,-0.14607538703404038,1
18,0.04387849785413675,0.5594942818751256,1
19,-0.5203913126431235,-1.015518263321477,0
20,0.09253791180360545,-0.5545925765459863,1
21,0.9951804686268869,0.19255810918444122,0
22,-0.6658319712867915,0.770977083102941,0
23,0.5654860473730415,-0.26128421266594787,1
24,0.3283091979108512,0.8798449248883478,0
25,-0.24094706311237077,-0.9544405736787586,0
26,-0.3439594000304881,0.6126790962411073,1
27,0.0944564428688581,-0.9975625141028069,0
28,0.9284028081854631,0.46461048433569196,0
29,0.4463019124438887,-0.408621654949725,1
30,0.17570856871994794,-1.0566575149246138,0
31,0.8797427537921307,-0.47557803358273487,0
32,0.6097221248202306,-0.7647377028359471,0
33,0.780569615311782,0.6005335701913129,0
34,-0.40214589037964227,0.4594867424841895,1
35,-0.6341848733951643,0.032582850753382346,1
36,1.0204692157109867,-0.03642699828132357,0
37,0.5668297451812782,0.8412645326416557,0
38,-0.10653128291806532,0.628636801986219,1
39,0.5235857165823864,0.29190134031678955,1
40,0.04452699172437185,-0.6415226139614891,1
41,-0.6321483873908702,-0.7408193675343114,0
42,0.2427039582832899,-0.6355585108759305,1
43,0.33863576331677314,0.8751614241696463,0
44,0.9642322114882269,-0.2390724315646522,0
45,0.6078050207260992,0.678944235132916,0
46,-0.12920173698180837,-0.9255904743204059,0
47,-0.849122072891889,-0.471740916236589,0
48,-0.5292318794592205,-0.8815533969055418,0
49,-0.9229062904190846,0.13446962342725266,0
50,0.5850994979182663,0.10008134834024549,1
51,0.9227115700065246,-0.24867016158839103,0
52,1.0089279369578006,0.28003439181956713,0
53,0.6872330687081234,0.014248965162490019,1
54,-0.11369300588459755,0.6498490853984502,1
55,-0.4307151276089267,0.34904164258277576,1
56,-0.6155485590462625,-0.1207670645042776,1
57,-0.03271061647446642,-1.0597647643812054,0
58,-0.541972169665778,0.8651499622224491,0
59,-0.3776443492098645,-0.4992737855138336,1
60,-1.0012742721275862,0.13439764905664014,0
61,0.4406659668091076,-0.3653492219705465,1
62,0.5305350128931559,-0.05244635523215374,1
63,-0.8662182913472625,0.4419252438223034,0
64,-0.832258973282365,-0.5757900849399328,0
65,0.6837281133197008,-0.7063757856433686,0
66,-0.2051019522050905,0.5015360340559027,1
67,0.36079284955718677,0.3769152284685393,1
68,0.342211368704224,0.4111983585149027,1
69,0.49455327389588477,-0.34291470006861163,1
70,-0.7309270270995485,-0.6651415261140522,0
71,-0.821688537177736,0.5899804953178006,0
72,-0.25485822238981337,-0.6374434371468686,1
73,0.607983669165794,-0.027186862464512795,1
74,0.2622878184945805,-0.5813992320659604,1
75,0.6636619697651598,-0.07991597727381082,1
76,0.12476662958120484,0.9743298578379628,0
77,0.5014592636320131,0.28626947343799436,1
78,-0.05188300246157593,1.0070230441442594,0
79,-0.504398778660168,0.3886058655515246,1
80,-0.2127821360804616,-0.5655045926920597,1
81,0.04629813979743351,0.9071652574632714,0
82,-0.10682352138485625,1.034222005493028,0
83,-0.6963080927535397,-0.02378665977833313,1
84,-0.4932936664098485,-0.36298373199295353,1
85,-0.5309427980877564,-0.26529360107753697,1
86,-0.9377646377797163,0.05725353119429498,0
87,-0.9992862868934163,-0.0888228873861234,0
88,0.6837494504834707,0.7316966925223107,0
89,-0.5443320042607952,0.2345193837734978,1
90,-0.545134473335739,0.19883745041149745,1
91,0.941650647200791,0.4239615778126658,0
92,-0.44662164120325537,-0.4543991888799356,1
93,-0.5800552472479069,0.08636605183238427,1
94,0.28818356856291844,0.5066956277566886,1
95,-0.8430186802228383,0.3510601365670704,0
96,0.7675568979189752,-0.5435972197667278,0
97,-0.4203434858185591,0.9356923683940827,0
98,-0.9372130973348486,-0.3534483533924604,0
99,-0.23849733414151475,0.5383191098944359,1
